question,answer
탐험 중에 배경이랑 음악 때문에 잠깐 멍 때리게 되는 2D 겜 뭐 있음?,"Earthblade는 PC에서 플레이할 수 있는 메트로베니아 플랫폼 액션 게임입니다. 2028년 출시 예정이며, ""Celeste 개발팀의 후속작으로 기대감이 크다""는 평을 받고 있습니다. 추천 이유: 섬세한 조작감과 감성적 그래픽이 어우러진 탐험 중심 게임입니다."
그림 그리러 여행 가는 느낌의 평화로운 게임 뭐였지?,"Eastshade은(는) PC, PS4, Xbox One에서 플레이할 수 있는 탐험 중심의 어드벤처 게임입니다. 2019년에 출시되었으며, 평점은 메타크리틱 기준 77점입니다. 리뷰에서는 '전투 없이 아름다운 세계를 탐험하는 독특한 경험'이라고 평가받았습니다. 추천 이유: 평화로운 분위기와 감성적인 탐험이 조화를 이루는 게임입니다."
전투 하나도 없는데 풍경만 봐도 힐링되던 탐험겜 뭐 있음?,"Eastshade은(는) PC, PS4, Xbox One에서 플레이할 수 있는 탐험 중심의 어드벤처 게임입니다. 2019년에 출시되었으며, 평점은 메타크리틱 기준 78점입니다. 리뷰에서는 '전투 없이 아름다운 세계를 탐험하는 독특한 경험'이라고 평가받았습니다. 추천 이유: 평화로운 분위기와 감성적인 탐험이 조화를 이루는 게임입니다."
아름다운 세계 돌아다니면서 감성만 충전하는 겜 뭐 추천해줄래,"Eastshade은(는) PC, PS4, Xbox One에서 플레이할 수 있는 탐험 중심의 어드벤처 게임입니다. 2019년에 출시되었으며, 평점은 메타크리틱 기준 79점입니다. 리뷰에서는 '전투 없이 아름다운 세계를 탐험하는 독특한 경험'이라고 평가받았습니다. 추천 이유: 평화로운 분위기와 감성적인 탐험이 조화를 이루는 게임입니다."
슬로우라이프 느낌인데 게임 속에서 직접 예술 하는 거 뭐 없냐?,"Eastshade은(는) PC, PS4, Xbox One에서 플레이할 수 있는 탐험 중심의 어드벤처 게임입니다. 2019년에 출시되었으며, 평점은 메타크리틱 기준 80점입니다. 리뷰에서는 '전투 없이 아름다운 세계를 탐험하는 독특한 경험'이라고 평가받았습니다. 추천 이유: 평화로운 분위기와 감성적인 탐험이 조화를 이루는 게임입니다."
걷기만 하는데 이상하게 빠져드는 평화로운 어드벤처 게임 뭐였더라?,"Eastshade은(는) PC, PS4, Xbox One에서 플레이할 수 있는 탐험 중심의 어드벤처 게임입니다. 2019년에 출시되었으며, 평점은 메타크리틱 기준 81점입니다. 리뷰에서는 '전투 없이 아름다운 세계를 탐험하는 독특한 경험'이라고 평가받았습니다. 추천 이유: 평화로운 분위기와 감성적인 탐험이 조화를 이루는 게임입니다."
"픽셀아트인데 감성 터지고, 전투도 은근 타이트했던 겜 뭐 있냐","Eastward은(는) PC, Switch 플랫폼에서 플레이할 수 있는 액션 어드벤처 RPG 장르의 게임으로, 2021년에 출시되었습니다. 평점은 메타크리틱 82이며, 리뷰에서는 ""Pixel art RPG with heartfelt storytelling and puzzle combat."" 라고 평가받았습니다. 추천 이유: 픽셀 아트 감성과 따뜻한 이야기가 어우러진 작품입니다."
이야기 따뜻한데 세계는 좀 암울한 RPG 없을까? 감정선 쎈 걸로,"Eastward은(는) PC, Switch 플랫폼에서 플레이할 수 있는 액션 어드벤처 RPG 장르의 게임으로, 2021년에 출시되었습니다. 평점은 메타크리틱 83이며, 리뷰에서는 ""Pixel art RPG with heartfelt storytelling and puzzle combat."" 라고 평가받았습니다. 추천 이유: 픽셀 아트 감성과 따뜻한 이야기가 어우러진 작품입니다."
플레이하다가 대사 하나에 울컥하던 겜 뭐였지? 픽셀 그래픽인데도,"Eastward은(는) PC, Switch 플랫폼에서 플레이할 수 있는 액션 어드벤처 RPG 장르의 게임으로, 2021년에 출시되었습니다. 평점은 메타크리틱 84이며, 리뷰에서는 ""Pixel art RPG with heartfelt storytelling and puzzle combat."" 라고 평가받았습니다. 추천 이유: 픽셀 아트 감성과 따뜻한 이야기가 어우러진 작품입니다."
퍼즐이랑 전투 적당히 섞여있고 스토리가 꽤 긴 여정이었던 RPG 뭐 있음?,"Eastward은(는) PC, Switch 플랫폼에서 플레이할 수 있는 액션 어드벤처 RPG 장르의 게임으로, 2021년에 출시되었습니다. 평점은 메타크리틱 85이며, 리뷰에서는 ""Pixel art RPG with heartfelt storytelling and puzzle combat."" 라고 평가받았습니다. 추천 이유: 픽셀 아트 감성과 따뜻한 이야기가 어우러진 작품입니다."
비쥬얼은 아기자기한데 이야기 무게감 있는 겜 또 뭐 있냐?,"Eastward은(는) PC, Switch 플랫폼에서 플레이할 수 있는 액션 어드벤처 RPG 장르의 게임으로, 2021년에 출시되었습니다. 평점은 메타크리틱 86이며, 리뷰에서는 ""Pixel art RPG with heartfelt storytelling and puzzle combat."" 라고 평가받았습니다. 추천 이유: 픽셀 아트 감성과 따뜻한 이야기가 어우러진 작품입니다."
점프 뛰면서 총 쏘고 공중에서 뭔가 날아다니는 FPS 뭐였지?,"Echo Point Nova는(은) PC에서 즐길 수 있는 아케이드 스타일의 고속 FPS입니다. 출시 예정이며, '그래플링 훅과 트릭샷을 활용한 공중 전투'라는 특징으로 주목받고 있습니다. 추천 이유: 스피디하고 스타일리시한 전투를 선호하는 유저에게 이상적입니다."
그래플 훅 써서 휙휙 이동하면서 트릭샷 박는 스타일리시한 겜 뭐 있음?,"Echo Point Nova는(은) PC에서 즐길 수 있는 아케이드 스타일의 고속 FPS입니다. 출시 예정이며, '그래플링 훅과 트릭샷을 활용한 공중 전투'라는 특징으로 주목받고 있습니다. 추천 이유: 스피디하고 스타일리시한 전투를 선호하는 유저에게 이상적입니다."
"속도감 미쳤고, 총쏘는 손맛에 점수 따는 맛까지 있는 겜 없냐","Echo Point Nova는(은) PC에서 즐길 수 있는 아케이드 스타일의 고속 FPS입니다. 출시 예정이며, '그래플링 훅과 트릭샷을 활용한 공중 전투'라는 특징으로 주목받고 있습니다. 추천 이유: 스피디하고 스타일리시한 전투를 선호하는 유저에게 이상적입니다."
지형 활용해서 날아다니듯 싸우는 고속 FPS 게임 뭐 추천해줄래,"Echo Point Nova는(은) PC에서 즐길 수 있는 아케이드 스타일의 고속 FPS입니다. 출시 예정이며, '그래플링 훅과 트릭샷을 활용한 공중 전투'라는 특징으로 주목받고 있습니다. 추천 이유: 스피디하고 스타일리시한 전투를 선호하는 유저에게 이상적입니다."
그냥 쏘기만 하는 FPS 말고 점프하고 벽타고 날면서 쏘는 겜 뭐였더라?,"Echo Point Nova는(은) PC에서 즐길 수 있는 아케이드 스타일의 고속 FPS입니다. 출시 예정이며, '그래플링 훅과 트릭샷을 활용한 공중 전투'라는 특징으로 주목받고 있습니다. 추천 이유: 스피디하고 스타일리시한 전투를 선호하는 유저에게 이상적입니다."
농사짓는 겜인데 세대가 바뀌면서 이야기 이어지는 거 뭐였지?,"Echoes of the Plum Grove은(는) PC 플랫폼에서 플레이할 수 있는 시대 흐름 기반 농장 시뮬레이션 장르의 게임으로, 2024년에 출시되었습니다. 평점은 스팀 긍정적이며, 리뷰에서는 ""A cozy game with surprising generational depth."" 라고 평가받았습니다. 추천 이유: 세대를 거쳐 농장을 이어가는 잔잔한 삶 시뮬레이션입니다."
힐링 시뮬인데 시간 지나면 애 낳고 손주까지 보게 되는 게임 뭐 있음?,"Echoes of the Plum Grove은(는) PC 플랫폼에서 플레이할 수 있는 시대 흐름 기반 농장 시뮬레이션 장르의 게임으로, 2025년에 출시되었습니다. 평점은 스팀 긍정적이며, 리뷰에서는 ""A cozy game with surprising generational depth."" 라고 평가받았습니다. 추천 이유: 세대를 거쳐 농장을 이어가는 잔잔한 삶 시뮬레이션입니다."
귀농 겜인데 세월의 흐름이 게임 안에 녹아있는 거 또 추천해줄래,"Echoes of the Plum Grove은(는) PC 플랫폼에서 플레이할 수 있는 시대 흐름 기반 농장 시뮬레이션 장르의 게임으로, 2026년에 출시되었습니다. 평점은 스팀 긍정적이며, 리뷰에서는 ""A cozy game with surprising generational depth."" 라고 평가받았습니다. 추천 이유: 세대를 거쳐 농장을 이어가는 잔잔한 삶 시뮬레이션입니다."
슬로우라이프인데 가족사까지 엮여서 감성 묵직했던 농장겜 뭐였더라,"Echoes of the Plum Grove은(는) PC 플랫폼에서 플레이할 수 있는 시대 흐름 기반 농장 시뮬레이션 장르의 게임으로, 2027년에 출시되었습니다. 평점은 스팀 긍정적이며, 리뷰에서는 ""A cozy game with surprising generational depth."" 라고 평가받았습니다. 추천 이유: 세대를 거쳐 농장을 이어가는 잔잔한 삶 시뮬레이션입니다."
그냥 작물 키우는 게 아니라 마을 역사까지 이어가는 게임 뭐 있냐?,"Echoes of the Plum Grove은(는) PC 플랫폼에서 플레이할 수 있는 시대 흐름 기반 농장 시뮬레이션 장르의 게임으로, 2028년에 출시되었습니다. 평점은 스팀 긍정적이며, 리뷰에서는 ""A cozy game with surprising generational depth."" 라고 평가받았습니다. 추천 이유: 세대를 거쳐 농장을 이어가는 잔잔한 삶 시뮬레이션입니다."
존나 넓은데 어디 가도 몹 강하고 보스는 패턴 이상한 오픈월드 뭐야,"Elden Ring은(는) PC, PS4/5, Xbox One에서 플레이할 수 있는 오픈월드 액션 RPG입니다. 2022년에 출시되었으며, 평점은 Metacritic 94점을 받은 명작입니다. 리뷰에서는 ""방대한 세계관과 도전적인 전투 시스템""이라고 평가받았습니다. 추천 이유: 탐험과 전투의 균형이 뛰어나며, 깊이 있는 세계관을 경험할 수 있습니다."
지도 안 알려주고 길도 없는데 이상하게 손이 계속 가는 겜 뭐였지,"Elden Ring은(는) PC, PS4/5, Xbox One에서 플레이할 수 있는 오픈월드 액션 RPG입니다. 2022년에 출시되었으며, 평점은 Metacritic 95점을 받은 명작입니다. 리뷰에서는 ""방대한 세계관과 도전적인 전투 시스템""이라고 평가받았습니다. 추천 이유: 탐험과 전투의 균형이 뛰어나며, 깊이 있는 세계관을 경험할 수 있습니다."
소울라이크인데 마상전투도 되고 필드 보스가 갑툭튀하는 RPG 뭐 있음?,"Elden Ring은(는) PC, PS4/5, Xbox One에서 플레이할 수 있는 오픈월드 액션 RPG입니다. 2022년에 출시되었으며, 평점은 Metacritic 96점을 받은 명작입니다. 리뷰에서는 ""방대한 세계관과 도전적인 전투 시스템""이라고 평가받았습니다. 추천 이유: 탐험과 전투의 균형이 뛰어나며, 깊이 있는 세계관을 경험할 수 있습니다."
스토리 다 안 알려주고 내가 퍼즐처럼 맞춰야 되는 세계관 겜 뭐 추천해줘,"Elden Ring은(는) PC, PS4/5, Xbox One에서 플레이할 수 있는 오픈월드 액션 RPG입니다. 2022년에 출시되었으며, 평점은 Metacritic 97점을 받은 명작입니다. 리뷰에서는 ""방대한 세계관과 도전적인 전투 시스템""이라고 평가받았습니다. 추천 이유: 탐험과 전투의 균형이 뛰어나며, 깊이 있는 세계관을 경험할 수 있습니다."
"한 대 맞으면 죽고, 죽으면서 배우는 그 희열 맛보게 해주는 겜 또 뭐 있냐?","Elden Ring은(는) PC, PS4/5, Xbox One에서 플레이할 수 있는 오픈월드 액션 RPG입니다. 2022년에 출시되었으며, 평점은 Metacritic 98점을 받은 명작입니다. 리뷰에서는 ""방대한 세계관과 도전적인 전투 시스템""이라고 평가받았습니다. 추천 이유: 탐험과 전투의 균형이 뛰어나며, 깊이 있는 세계관을 경험할 수 있습니다."
검 싸움인데 유쾌하고 대사 센스까지 터지는 액션 겜 뭐였지?,"En Garde!은(는) PC 플랫폼에서 플레이할 수 있는 코믹 검술 액션 장르의 게임으로, 2023년에 출시되었습니다. 평점은 메타크리틱 78이며, 리뷰에서는 ""Charming swashbuckling fun with agile combat."" 라고 평가받았습니다. 추천 이유: 재치 있는 대사와 시네마틱한 전투가 어우러진 유쾌한 게임입니다."
"무협도 아니고 중세도 아닌, 약간 장난끼 섞인 검술 액션 게임 뭐 있음?","En Garde!은(는) PC 플랫폼에서 플레이할 수 있는 코믹 검술 액션 장르의 게임으로, 2023년에 출시되었습니다. 평점은 메타크리틱 79이며, 리뷰에서는 ""Charming swashbuckling fun with agile combat."" 라고 평가받았습니다. 추천 이유: 재치 있는 대사와 시네마틱한 전투가 어우러진 유쾌한 게임입니다."
콤보 넣을 때마다 주인공이 떠들어서 개웃기던 그 액션 겜 뭐야,"En Garde!은(는) PC 플랫폼에서 플레이할 수 있는 코믹 검술 액션 장르의 게임으로, 2023년에 출시되었습니다. 평점은 메타크리틱 80이며, 리뷰에서는 ""Charming swashbuckling fun with agile combat."" 라고 평가받았습니다. 추천 이유: 재치 있는 대사와 시네마틱한 전투가 어우러진 유쾌한 게임입니다."
사운드랑 카메라 연출이 약간 영화처럼 찰지게 나오는 유쾌 액션 겜 없냐,"En Garde!은(는) PC 플랫폼에서 플레이할 수 있는 코믹 검술 액션 장르의 게임으로, 2023년에 출시되었습니다. 평점은 메타크리틱 81이며, 리뷰에서는 ""Charming swashbuckling fun with agile combat."" 라고 평가받았습니다. 추천 이유: 재치 있는 대사와 시네마틱한 전투가 어우러진 유쾌한 게임입니다."
싸우는 것도 재밌는데 주인공 텐션이 웃겨서 계속 하게 되는 게임 뭐 있냐?,"En Garde!은(는) PC 플랫폼에서 플레이할 수 있는 코믹 검술 액션 장르의 게임으로, 2023년에 출시되었습니다. 평점은 메타크리틱 82이며, 리뷰에서는 ""Charming swashbuckling fun with agile combat."" 라고 평가받았습니다. 추천 이유: 재치 있는 대사와 시네마틱한 전투가 어우러진 유쾌한 게임입니다."
배경은 눈부신데 겜은 존나 슬프고 전투도 정교한 메트로베니아 뭐였지?,"Ender Lilies: Quietus of the Knights은(는) PC, Switch, PS4/5, Xbox 플랫폼에서 플레이할 수 있는 다크 판타지 메트로배니아 장르의 게임으로, 2021년에 출시되었습니다. 평점은 메타크리틱 84이며, 리뷰에서는 ""Beautiful visuals and hauntingly melodic soundtrack."" 라고 평가받았습니다. 추천 이유: 슬픈 이야기와 아름다운 배경이 인상적인 2D 액션 게임입니다."
